"","time","factor","gender","trial","response"
"127","12:21:36",2,"Female","stage5_5",1.30002
"128","12:21:36",2,"Female","stage5_6",0.57905
"129","12:21:36",2,"Female","stage5_7",0.61813
"130","12:21:36",2,"Female","stage5_8",0.80202
"131","12:21:36",2,"Female","stage5_9",0.6357
"132","12:21:36",2,"Female","stage5_10",0.70881
"133","12:21:36",2,"Female","stage5_11",3.06803
"134","12:21:36",2,"Female","stage5_12",0.57121
"135","12:21:36",2,"Female","stage5_13",0.61929
"136","12:21:36",2,"Female","stage5_14",0.54292
"137","12:21:36",2,"Female","stage5_15",0.49623
"138","12:21:36",2,"Female","stage5_16",0.84743
"139","12:21:36",2,"Female","stage5_17",0.74041
"140","12:21:36",2,"Female","stage5_18",0.76241
"141","12:21:36",2,"Female","stage5_19",1.60372
"142","12:21:36",2,"Female","cp",1
"143","12:26:50",4,"Male","stage1_0",2.89368
"144","12:26:50",4,"Male","stage1_1",1.37056
"145","12:26:50",4,"Male","stage1_2",2.08636
"146","12:26:50",4,"Male","stage1_3",1.33253
"147","12:26:50",4,"Male","stage1_4",0.75074
"148","12:26:50",4,"Male","stage1_5",1.15213
"149","12:26:50",4,"Male","stage1_6",0.98377
"150","12:26:50",4,"Male","stage1_7",2.63939
"151","12:26:50",4,"Male","stage1_8",1.25364
"152","12:26:50",4,"Male","stage1_9",1.06948
"153","12:26:50",4,"Male","stage2_0",2.20692
"154","12:26:50",4,"Male","stage2_1",0.90435
"155","12:26:50",4,"Male","stage2_2",0.66112
"156","12:26:50",4,"Male","stage2_3",0.70155
"157","12:26:50",4,"Male","stage2_4",1.82415
"158","12:26:50",4,"Male","stage2_5",0.67193
"159","12:26:50",4,"Male","stage2_6",0.64886
"160","12:26:50",4,"Male","stage2_7",0.77168
"161","12:26:50",4,"Male","stage2_8",0.67097
"162","12:26:50",4,"Male","stage2_9",0.6646
"163","12:26:50",4,"Male","stage3_0",5.50041
"164","12:26:50",4,"Male","stage3_1",5.23111
"165","12:26:50",4,"Male","stage3_2",0.97407
"166","12:26:50",4,"Male","stage3_3",0.71007
"167","12:26:50",4,"Male","stage3_4",6.7009
"168","12:26:50",4,"Male","stage3_5",1.53284
"169","12:26:50",4,"Male","stage3_6",3.06665
"170","12:26:50",4,"Male","stage3_7",1.12348
"171","12:26:50",4,"Male","stage3_8",1.34311
"172","12:26:50",4,"Male","stage3_9",0.98863
"173","12:26:50",4,"Male","stage3_10",0.75126
"174","12:26:50",4,"Male","stage3_11",0.61243
"175","12:26:50",4,"Male","stage3_12",0.59131
"176","12:26:50",4,"Male","stage3_13",0.61349
"177","12:26:50",4,"Male","stage3_14",0.62839
"178","12:26:50",4,"Male","stage3_15",0.46383
"179","12:26:50",4,"Male","stage3_16",0.53119
"180","12:26:50",4,"Male","stage3_17",1.21582
"181","12:26:50",4,"Male","stage3_18",0.72294
"182","12:26:50",4,"Male","stage3_19",0.48992
"183","12:26:50",4,"Male","stage4_0",4.98771
"184","12:26:50",4,"Male","stage4_1",2.18139
"185","12:26:50",4,"Male","stage4_2",0.76111
"186","12:26:50",4,"Male","stage4_3",0.63284
"187","12:26:50",4,"Male","stage4_4",0.70776
"188","12:26:50",4,"Male","stage4_5",0.55802
"189","12:26:50",4,"Male","stage4_6",1.12442
"190","12:26:50",4,"Male","stage4_7",0.71174
"191","12:26:50",4,"Male","stage4_8",0.54173
"192","12:26:50",4,"Male","stage4_9",0.94296
"193","12:26:50",4,"Male","stage5_0",10.09942
"194","12:26:50",4,"Male","stage5_1",0.6841
"195","12:26:50",4,"Male","stage5_2",0.69353
"196","12:26:50",4,"Male","stage5_3",5.53462
"197","12:26:50",4,"Male","stage5_4",1.42463
"198","12:26:50",4,"Male","stage5_5",2.3921
"199","12:26:50",4,"Male","stage5_6",3.98813
"200","12:26:50",4,"Male","stage5_7",1.14207
"201","12:26:50",4,"Male","stage5_8",0.66191
"202","12:26:50",4,"Male","stage5_9",1.21475
"203","12:26:50",4,"Male","stage5_10",1.55531
"204","12:26:50",4,"Male","stage5_11",0.70634
"205","12:26:50",4,"Male","stage5_12",0.58278
"206","12:26:50",4,"Male","stage5_13",1.00839
"207","12:26:50",4,"Male","stage5_14",0.64536
"208","12:26:50",4,"Male","stage5_15",0.99045
"209","12:26:50",4,"Male","stage5_16",0.53764
"210","12:26:50",4,"Male","stage5_17",0.72126
"211","12:26:50",4,"Male","stage5_18",1.16845
"212","12:26:50",4,"Male","stage5_19",0.50759
"213","12:26:50",4,"Male","cp",1
"214","12:32:44",1,"Male","stage1_0",2.90335
"215","12:32:44",1,"Male","stage1_1",4.15732
"216","12:32:44",1,"Male","stage1_2",1.06954
"217","12:32:44",1,"Male","stage1_3",0.68013
"218","12:32:44",1,"Male","stage1_4",0.59962
"219","12:32:44",1,"Male","stage1_5",0.66694
"220","12:32:44",1,"Male","stage1_6",2.26251
"221","12:32:44",1,"Male","stage1_7",1.56785
"222","12:32:44",1,"Male","stage1_8",3.74372
"223","12:32:44",1,"Male","stage1_9",0.68251
"224","12:32:44",1,"Male","stage2_0",1.5681
"225","12:32:44",1,"Male","stage2_1",0.91632
"226","12:32:44",1,"Male","stage2_2",2.09464
"227","12:32:44",1,"Male","stage2_3",0.73276
"228","12:32:44",1,"Male","stage2_4",0.69677
"229","12:32:44",1,"Male","stage2_5",0.77207
"230","12:32:44",1,"Male","stage2_6",0.60762
"231","12:32:44",1,"Male","stage2_7",0.91131
"232","12:32:44",1,"Male","stage2_8",0.62822
"233","12:32:44",1,"Male","stage2_9",0.62727
"234","12:32:44",1,"Male","stage3_0",1.28867
"235","12:32:44",1,"Male","stage3_1",7.16987
"236","12:32:44",1,"Male","stage3_2",2.12212
"237","12:32:44",1,"Male","stage3_3",0.76357
"238","12:32:44",1,"Male","stage3_4",1.20431
"239","12:32:44",1,"Male","stage3_5",2.45363
"240","12:32:44",1,"Male","stage3_6",3.69804
"241","12:32:44",1,"Male","stage3_7",0.72209
"242","12:32:44",1,"Male","stage3_8",0.77349
"243","12:32:44",1,"Male","stage3_9",2.61485
"244","12:32:44",1,"Male","stage3_10",0.58291
"245","12:32:44",1,"Male","stage3_11",1.4921
"246","12:32:44",1,"Male","stage3_12",0.77994
"247","12:32:44",1,"Male","stage3_13",0.88336
"248","12:32:44",1,"Male","stage3_14",1.28911
"249","12:32:44",1,"Male","stage3_15",21.35927
"250","12:32:44",1,"Male","stage3_16",10.90326
"251","12:32:44",1,"Male","stage3_17",2.84068
"252","12:32:44",1,"Male","stage3_18",2.85793
"253","12:32:44",1,"Male","stage3_19",1.93628
"254","12:32:44",1,"Male","stage4_0",9.00407
"255","12:32:44",1,"Male","stage4_1",4.2166
"256","12:32:44",1,"Male","stage4_2",2.63346
"257","12:32:44",1,"Male","stage4_3",1.47569
"258","12:32:44",1,"Male","stage4_4",1.48365
"259","12:32:44",1,"Male","stage4_5",1.34867
"260","12:32:44",1,"Male","stage4_6",0.70864
"261","12:32:44",1,"Male","stage4_7",0.67856
"262","12:32:44",1,"Male","stage4_8",0.68301
"263","12:32:44",1,"Male","stage4_9",0.77179
"264","12:32:44",1,"Male","stage5_0",2.61581
"265","12:32:44",1,"Male","stage5_1",3.57865
"266","12:32:44",1,"Male","stage5_2",2.7742
"267","12:32:44",1,"Male","stage5_3",1.31695
"268","12:32:44",1,"Male","stage5_4",0.62271
"269","12:32:44",1,"Male","stage5_5",1.3165
"270","12:32:44",1,"Male","stage5_6",0.70273
"271","12:32:44",1,"Male","stage5_7",1.53487
"272","12:32:44",1,"Male","stage5_8",1.84081
"273","12:32:44",1,"Male","stage5_9",2.78569
"274","12:32:44",1,"Male","stage5_10",0.56853
"275","12:32:44",1,"Male","stage5_11",0.86525
"276","12:32:44",1,"Male","stage5_12",0.89196
"277","12:32:44",1,"Male","stage5_13",0.80763
"278","12:32:44",1,"Male","stage5_14",0.54421
"279","12:32:44",1,"Male","stage5_15",0.79339
"280","12:32:44",1,"Male","stage5_16",1.1309
"281","12:32:44",1,"Male","stage5_17",0.60188
"282","12:32:44",1,"Male","stage5_18",1.18899
"283","12:32:44",1,"Male","stage5_19",1.83813
"284","12:32:44",1,"Male","cp",1
"285","12:39:01",1,"Male","stage1_0",2.31163
"286","12:39:01",1,"Male","stage1_1",1.25925
"287","12:39:01",1,"Male","stage1_2",1.22576
"288","12:39:01",1,"Male","stage1_3",0.9889
"289","12:39:01",1,"Male","stage1_4",0.91253
"290","12:39:01",1,"Male","stage1_5",1.00809
"291","12:39:01",1,"Male","stage1_6",1.00229
"292","12:39:01",1,"Male","stage1_7",0.91637
"293","12:39:01",1,"Male","stage1_8",0.90978
"294","12:39:01",1,"Male","stage1_9",1.01865
"295","12:39:01",1,"Male","stage2_0",1.02622
"296","12:39:01",1,"Male","stage2_1",0.82053
"297","12:39:01",1,"Male","stage2_2",0.65382
"298","12:39:01",1,"Male","stage2_3",0.50765
"299","12:39:01",1,"Male","stage2_4",0.97738
"300","12:39:01",1,"Male","stage2_5",0.95035
"301","12:39:01",1,"Male","stage2_6",0.85349
"302","12:39:01",1,"Male","stage2_7",0.8297
"303","12:39:01",1,"Male","stage2_8",0.66304
"304","12:39:01",1,"Male","stage2_9",0.64064
"305","12:39:01",1,"Male","stage3_0",3.01728
"306","12:39:01",1,"Male","stage3_1",1.30519
"307","12:39:01",1,"Male","stage3_2",5.23906
"308","12:39:01",1,"Male","stage3_3",1.40566
"309","12:39:01",1,"Male","stage3_4",0.76099
"310","12:39:01",1,"Male","stage3_5",0.68667
"311","12:39:01",1,"Male","stage3_6",0.60295
"312","12:39:01",1,"Male","stage3_7",0.90634
"313","12:39:01",1,"Male","stage3_8",1.26142
"314","12:39:01",1,"Male","stage3_9",0.60663
"315","12:39:01",1,"Male","stage3_10",1.39135
"316","12:39:01",1,"Male","stage3_11",0.73373
"317","12:39:01",1,"Male","stage3_12",0.65631
"318","12:39:01",1,"Male","stage3_13",0.90316
"319","12:39:01",1,"Male","stage3_14",0.84279
"320","12:39:01",1,"Male","stage3_15",0.55371
"321","12:39:01",1,"Male","stage3_16",0.80336
"322","12:39:01",1,"Male","stage3_17",0.50789
"323","12:39:01",1,"Male","stage3_18",1.78837
"324","12:39:01",1,"Male","stage3_19",0.59123
"325","12:39:01",1,"Male","stage4_0",1.42277
"326","12:39:01",1,"Male","stage4_1",1.0887
"327","12:39:01",1,"Male","stage4_2",1.23488
"328","12:39:01",1,"Male","stage4_3",0.73901
"329","12:39:01",1,"Male","stage4_4",0.6322
"330","12:39:01",1,"Male","stage4_5",0.71593
"331","12:39:01",1,"Male","stage4_6",1.31498
"332","12:39:01",1,"Male","stage4_7",0.67324
"333","12:39:01",1,"Male","stage4_8",0.75706
"334","12:39:01",1,"Male","stage4_9",0.75147
"335","12:39:01",1,"Male","stage5_0",1.71694
"336","12:39:01",1,"Male","stage5_1",0.91437
"337","12:39:01",1,"Male","stage5_2",0.80804
"338","12:39:01",1,"Male","stage5_3",0.7198
"339","12:39:01",1,"Male","stage5_4",0.99574
"340","12:39:01",1,"Male","stage5_5",1.72224
"341","12:39:01",1,"Male","stage5_6",0.97813
"342","12:39:01",1,"Male","stage5_7",0.99059
"343","12:39:01",1,"Male","stage5_8",1.02589
"344","12:39:01",1,"Male","stage5_9",3.3439
"345","12:39:01",1,"Male","stage5_10",2.00119
"346","12:39:01",1,"Male","stage5_11",1.40985
"347","12:39:01",1,"Male","stage5_12",0.98403
"348","12:39:01",1,"Male","stage5_13",0.94472
"349","12:39:01",1,"Male","stage5_14",0.75211
"350","12:39:01",1,"Male","stage5_15",0.57204
"351","12:39:01",1,"Male","stage5_16",0.75127
"352","12:39:01",1,"Male","stage5_17",0.62495
"353","12:39:01",1,"Male","stage5_18",3.6768
"354","12:39:01",1,"Male","stage5_19",3.0665
"355","12:39:01",1,"Male","cp",1
"356","12:43:46",3,"Male","stage1_0",4.56451
"357","12:43:46",3,"Male","stage1_1",1.17086
"358","12:43:46",3,"Male","stage1_2",2.11856
"359","12:43:46",3,"Male","stage1_3",1.11414
"360","12:43:46",3,"Male","stage1_4",1.62113
"361","12:43:46",3,"Male","stage1_5",1.05925
"362","12:43:46",3,"Male","stage1_6",1.46891
"363","12:43:46",3,"Male","stage1_7",0.78721
"364","12:43:46",3,"Male","stage1_8",2.21427
"365","12:43:46",3,"Male","stage1_9",0.83546
"366","12:43:46",3,"Male","stage2_0",1.92194
"367","12:43:46",3,"Male","stage2_1",4.41173
"368","12:43:46",3,"Male","stage2_2",1.20058
"369","12:43:46",3,"Male","stage2_3",0.76848
"370","12:43:46",3,"Male","stage2_4",0.76343
"371","12:43:46",3,"Male","stage2_5",1.02383
"372","12:43:46",3,"Male","stage2_6",1.18677
"373","12:43:46",3,"Male","stage2_7",0.68999
"374","12:43:46",3,"Male","stage2_8",0.55383
"375","12:43:46",3,"Male","stage2_9",0.64272
"376","12:43:46",3,"Male","stage3_0",1.47342
"377","12:43:46",3,"Male","stage3_1",2.15461
"378","12:43:46",3,"Male","stage3_2",0.80475
"379","12:43:46",3,"Male","stage3_3",0.55074
"380","12:43:46",3,"Male","stage3_4",0.96518
"381","12:43:46",3,"Male","stage3_5",0.89348
"382","12:43:46",3,"Male","stage3_6",1.03603
"383","12:43:46",3,"Male","stage3_7",0.70176
"384","12:43:46",3,"Male","stage3_8",1.10486
"385","12:43:46",3,"Male","stage3_9",0.76299
"386","12:43:46",3,"Male","stage3_10",3.23647
"387","12:43:46",3,"Male","stage3_11",1.0273
"388","12:43:46",3,"Male","stage3_12",0.93094
"389","12:43:46",3,"Male","stage3_13",0.98692
"390","12:43:46",3,"Male","stage3_14",0.67787
"391","12:43:46",3,"Male","stage3_15",0.68865
"392","12:43:46",3,"Male","stage3_16",1.00268
"393","12:43:46",3,"Male","stage3_17",0.6297
"394","12:43:46",3,"Male","stage3_18",0.6704
"395","12:43:46",3,"Male","stage3_19",1.51215
"396","12:43:46",3,"Male","stage4_0",4.37846
"397","12:43:46",3,"Male","stage4_1",3.25244
"398","12:43:46",3,"Male","stage4_2",1.01007
"399","12:43:46",3,"Male","stage4_3",1.23533
"400","12:43:46",3,"Male","stage4_4",0.06177
"401","12:43:46",3,"Male","stage4_5",0.9443
"402","12:43:46",3,"Male","stage4_6",0.93754
"403","12:43:46",3,"Male","stage4_7",0.71464
"404","12:43:46",3,"Male","stage4_8",0.45198
"405","12:43:46",3,"Male","stage4_9",1.08976
"406","12:43:46",3,"Male","stage5_0",4.12554
"407","12:43:46",3,"Male","stage5_1",1.63241
"408","12:43:46",3,"Male","stage5_2",2.44832
"409","12:43:46",3,"Male","stage5_3",0.83248
"410","12:43:46",3,"Male","stage5_4",1.20617
"411","12:43:46",3,"Male","stage5_5",0.46171
"412","12:43:46",3,"Male","stage5_6",0.50957
"413","12:43:46",3,"Male","stage5_7",0.63663
"414","12:43:46",3,"Male","stage5_8",0.68312
"415","12:43:46",3,"Male","stage5_9",0.51842
"416","12:43:46",3,"Male","stage5_10",0.86477
"417","12:43:46",3,"Male","stage5_11",0.60472
"418","12:43:46",3,"Male","stage5_12",0.67225
"419","12:43:46",3,"Male","stage5_13",0.47819
"420","12:43:46",3,"Male","stage5_14",0.71084
"421","12:43:46",3,"Male","stage5_15",0.37523
"422","12:43:46",3,"Male","stage5_16",0.06611
"423","12:43:46",3,"Male","stage5_17",0.38876
"424","12:43:46",3,"Male","stage5_18",0.6714
"425","12:43:46",3,"Male","stage5_19",0.68368
"426","12:43:46",3,"Male","cp",1
"427","12:47:01",4,"Male","stage1_0",2.37599
"428","12:47:01",4,"Male","stage1_1",1.52758
"429","12:47:01",4,"Male","stage1_2",1.05861
"430","12:47:01",4,"Male","stage1_3",1.20415
"431","12:47:01",4,"Male","stage1_4",0.90743
"432","12:47:01",4,"Male","stage1_5",1.79583
"433","12:47:01",4,"Male","stage1_6",1.29581
"434","12:47:01",4,"Male","stage1_7",0.98808
"435","12:47:01",4,"Male","stage1_8",1.18492
"436","12:47:01",4,"Male","stage1_9",1.18686
"437","12:47:01",4,"Male","stage2_0",2.70066
"438","12:47:01",4,"Male","stage2_1",1.50632
"439","12:47:01",4,"Male","stage2_2",1.01233
"440","12:47:01",4,"Male","stage2_3",0.79092
"441","12:47:01",4,"Male","stage2_4",1.29397
"442","12:47:01",4,"Male","stage2_5",0.63003
"443","12:47:01",4,"Male","stage2_6",0.62113
"444","12:47:01",4,"Male","stage2_7",0.79775
"445","12:47:01",4,"Male","stage2_8",0.77633
"446","12:47:01",4,"Male","stage2_9",1.02628
"447","12:47:01",4,"Male","stage3_0",1.955
"448","12:47:01",4,"Male","stage3_1",11.32178
"449","12:47:01",4,"Male","stage3_2",2.38443
"450","12:47:01",4,"Male","stage3_3",3.78704
"451","12:47:01",4,"Male","stage3_4",2.61261
"452","12:47:01",4,"Male","stage3_5",6.09248
"453","12:47:01",4,"Male","stage3_6",0.97486
"454","12:47:01",4,"Male","stage3_7",1.30313
"455","12:47:01",4,"Male","stage3_8",0.99251
"456","12:47:01",4,"Male","stage3_9",2.02205
"457","12:47:01",4,"Male","stage3_10",1.03777
"458","12:47:01",4,"Male","stage3_11",0.72319
"459","12:47:01",4,"Male","stage3_12",0.81066
"460","12:47:01",4,"Male","stage3_13",1.10506
"461","12:47:01",4,"Male","stage3_14",0.71482
"462","12:47:01",4,"Male","stage3_15",5.905
"463","12:47:01",4,"Male","stage3_16",0.80366
"464","12:47:01",4,"Male","stage3_17",1.51916
"465","12:47:01",4,"Male","stage3_18",2.20959
"466","12:47:01",4,"Male","stage3_19",2.11518
"467","12:47:01",4,"Male","stage4_0",4.30797
"468","12:47:01",4,"Male","stage4_1",0.87576
"469","12:47:01",4,"Male","stage4_2",1.35962
"470","12:47:01",4,"Male","stage4_3",0.82176
"471","12:47:01",4,"Male","stage4_4",0.74029
"472","12:47:01",4,"Male","stage4_5",2.28
"473","12:47:01",4,"Male","stage4_6",1.55244
"474","12:47:01",4,"Male","stage4_7",1.18095
"475","12:47:01",4,"Male","stage4_8",0.71774
"476","12:47:01",4,"Male","stage4_9",0.94353
"477","12:47:01",4,"Male","stage5_0",3.34641
"478","12:47:01",4,"Male","stage5_1",0.59159
"479","12:47:01",4,"Male","stage5_2",0.96726
"480","12:47:01",4,"Male","stage5_3",11.29455
"481","12:47:01",4,"Male","stage5_4",3.29122
"482","12:47:01",4,"Male","stage5_5",1.07452
"483","12:47:01",4,"Male","stage5_6",1.24431
"484","12:47:01",4,"Male","stage5_7",1.71682
"485","12:47:01",4,"Male","stage5_8",1.99763
"486","12:47:01",4,"Male","stage5_9",1.27807
"487","12:47:01",4,"Male","stage5_10",8.34403
"488","12:47:01",4,"Male","stage5_11",0.96426
"489","12:47:01",4,"Male","stage5_12",1.84659
"490","12:47:01",4,"Male","stage5_13",3.30819
"491","12:47:01",4,"Male","stage5_14",0.86024
"492","12:47:01",4,"Male","stage5_15",1.07453
"493","12:47:01",4,"Male","stage5_16",2.44539
"494","12:47:01",4,"Male","stage5_17",2.8031
"495","12:47:01",4,"Male","stage5_18",1.04381
"496","12:47:01",4,"Male","stage5_19",1.06033
"497","12:47:01",4,"Male","cp",1
"498","13:13:36",4,"Female","stage1_0",4.40486
"499","13:13:36",4,"Female","stage1_1",0.88709
"500","13:13:36",4,"Female","stage1_2",0.90279
"501","13:13:36",4,"Female","stage1_3",0.63412
"502","13:13:36",4,"Female","stage1_4",0.61374
"503","13:13:36",4,"Female","stage1_5",0.51706
"504","13:13:36",4,"Female","stage1_6",0.71907
"505","13:13:36",4,"Female","stage1_7",0.81634
"506","13:13:36",4,"Female","stage1_8",0.57637
"507","13:13:36",4,"Female","stage1_9",0.55349
"508","13:13:36",4,"Female","stage2_0",2.44553
"509","13:13:36",4,"Female","stage2_1",0.73151
"510","13:13:36",4,"Female","stage2_2",0.62862
"511","13:13:36",4,"Female","stage2_3",0.62109
"512","13:13:36",4,"Female","stage2_4",0.83671
"513","13:13:36",4,"Female","stage2_5",1.16006
"514","13:13:36",4,"Female","stage2_6",1.26144
"515","13:13:36",4,"Female","stage2_7",0.61927
"516","13:13:36",4,"Female","stage2_8",0.59151
"517","13:13:36",4,"Female","stage2_9",0.64373
"518","13:13:36",4,"Female","stage3_0",1.23842
"519","13:13:36",4,"Female","stage3_1",1.25881
"520","13:13:36",4,"Female","stage3_2",1.47733
"521","13:13:36",4,"Female","stage3_3",0.86676
"522","13:13:36",4,"Female","stage3_4",0.94612
"523","13:13:36",4,"Female","stage3_5",1.48392
"524","13:13:36",4,"Female","stage3_6",3.71176
"525","13:13:36",4,"Female","stage3_7",0.91376
"526","13:13:36",4,"Female","stage3_8",0.62699
"527","13:13:36",4,"Female","stage3_9",0.56521
"528","13:13:36",4,"Female","stage3_10",0.68277
"529","13:13:36",4,"Female","stage3_11",0.66504
"530","13:13:36",4,"Female","stage3_12",1.21857
"531","13:13:36",4,"Female","stage3_13",0.83327
"532","13:13:36",4,"Female","stage3_14",0.66846
"533","13:13:36",4,"Female","stage3_15",1.17073
"534","13:13:36",4,"Female","stage3_16",1.4059
"535","13:13:36",4,"Female","stage3_17",0.6329
"536","13:13:36",4,"Female","stage3_18",0.75752
"537","13:13:36",4,"Female","stage3_19",0.63346
"538","13:13:36",4,"Female","stage4_0",4.45141
