time,gender,factor,1_avg,2_avg,3_avg,4_avg,5_avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:04:13,4,Female,3.26318,1.02325,0.72786,0.66795,0.78308,0.82984,1.00031,0.73474,0.80187,5.80502,4.79156,0.97162,0.93407,0.54433,0.56886,0.59076,0.65798,0.76547,0.75135,0.6037,2.37743,0.7662,0.5396,1.22773,0.79913,0.89112,0.91464,3.60541,1.75586,1.00875,0.78286,0.60432,0.67883,0.92995,1.65971,1.13708,0.63204,1.40685,1.10712,0.87408,3.10847,0.64947,0.67014,0.79791,1.0333,0.58464,0.84618,0.77889,1.0608,0.59503,1.48657,2.65683,0.85002,0.51376,0.64074,0.5972,1.2059,0.63215,0.65025,0.70252,0.74605,0.54126,1.61796,1.86827,0.95148,1.59399,0.82597,0.8791,0.51909,0.57405
10:17:41,2,Female,1.18902,1.15294,0.89239,1.09861,0.6708,0.79381,1.30693,0.75698,1.50802,0.8871,0.84988,0.49972,0.4019,0.43098,1.34796,0.76258,0.74037,0.57699,0.73182,0.49619,1.31063,1.44798,0.79596,0.89509,1.31973,0.78411,0.68909,0.8506,2.01526,1.00688,1.86212,0.6868,0.73913,0.62884,0.68951,1.59768,0.68478,0.85092,1.62698,0.79198,1.93443,0.65247,0.76251,0.7144,0.7285,0.69711,0.87086,1.11623,1.90367,0.74024,1.08905,0.95168,2.75601,1.39298,0.79277,1.31725,0.95001,1.73078,1.22592,0.62529,0.7417,1.11449,0.60927,0.93221,1.37894,1.87293,0.8619,3.28808,0.90883,0.72414
10:21:28,2,Female,5.91596,33.97354,5.9408,4.08446,7.00776,4.20235,1.89934,1.41702,0.94099,1.11362,6.6611,1.18407,0.76913,0.74873,1.29516,2.8488,0.69467,0.65235,0.71409,0.74476,8.87122,1.37709,0.91981,0.93712,1.12508,0.75149,0.74313,0.58612,0.94476,1.43116,1.27892,0.95408,1.18296,0.80428,0.9917,2.00801,0.76517,2.14557,1.68107,0.68398,6.95097,1.40552,0.90625,0.865,1.43177,1.91116,1.15398,1.34068,0.76849,0.78863,14.23155,2.67815,1.8751,1.05889,0.69801,0.59095,0.98218,0.50901,1.90187,1.14701,0.79585,0.89517,0.89561,5.80452,0.97025,0.75721,1.49828,1.35304,1.69947,1.348
10:27:04,3,Male,2.91885,2.19028,0.76409,0.84538,1.42951,1.08604,0.97907,1.21576,0.98843,0.94168,1.72611,1.46402,1.15371,1.04129,1.13993,1.06888,1.17207,1.53696,1.10411,1.41783,2.03233,0.98182,1.26808,1.31106,0.83433,1.32508,0.88858,1.36471,1.17202,0.82992,1.40726,0.9342,0.66943,2.32401,1.63209,1.51598,0.86986,0.77915,0.90778,0.75636,6.45362,0.89734,1.67902,0.87293,4.42443,1.44403,0.81114,5.53893,3.05273,1.99701,2.03104,2.2055,1.88402,2.35509,1.25899,1.2819,1.81028,0.96051,1.25394,1.673,0.72035,1.26766,1.77379,0.86622,0.81484,0.77208,0.83695,0.86993,0.93181,1.88909
10:31:06,3,Male,1.94191,1.11442,1.54829,1.25269,0.69366,0.83553,0.63254,0.63825,0.65989,0.74149,1.30075,1.4361,0.86789,1.13217,5.24514,1.30578,1.0607,0.79275,0.69487,0.78341,2.22042,1.03448,0.69995,0.95094,2.51202,5.32297,3.16864,0.64113,0.66299,0.61576,0.82782,0.66172,0.5381,0.58491,0.79469,0.74947,0.60623,0.75896,0.69514,0.547,1.77807,0.76487,0.88598,0.57218,0.5098,0.6022,0.64598,0.61715,0.50063,0.42893,4.18765,0.89923,1.31245,0.60634,1.55363,1.41531,0.9081,0.99892,4.5493,0.98967,1.00588,0.63405,1.17165,0.96322,0.56602,0.83782,0.82719,0.88909,0.77184,1.84807
10:34:22,3,Female,4.4535,1.23119,0.94526,1.10401,0.94688,1.08809,0.82689,0.96611,1.11689,1.04499,2.39632,0.65072,1.04011,0.68496,0.75391,0.69984,1.13511,1.18596,0.75223,0.61926,5.10915,0.94282,0.76499,0.62392,0.81795,0.73086,1.09321,0.79405,0.70288,0.91908,1.14084,0.67248,1.04836,0.87994,0.76825,0.73175,0.85918,0.53381,0.66596,0.69612,5.69327,0.66897,31.65137,3.26344,1.20792,0.67326,0.7217,0.83902,0.6815,0.70174,1.56204,0.68723,0.79498,0.68903,0.78582,0.61192,0.94707,1.07896,0.64772,0.75234,0.6962,0.84767,0.68337,1.18965,0.77769,0.92518,0.69109,0.89994,2.19307,0.59561
10:38:34,4,Female,22.71523,3.46288,2.16994,1.90203,1.73401,0.93974,1.14714,0.84018,0.70077,0.76841,12.72901,2.45231,4.52142,0.92574,3.16022,1.50995,2.47012,1.12485,8.81685,1.08061,8.64855,2.21893,11.12178,2.3289,0.71187,1.30613,1.59984,1.91197,3.77095,3.99585,1.17411,1.32935,0.80182,1.6693,0.8703,2.3549,0.77253,0.68231,0.99566,1.28802,18.9724,15.09474,2.85299,7.66445,3.28813,18.84386,52.20644,1.18755,3.21695,1.20816,,,,,,,,,,,,,,,,,,,,
10:45:03,2,Female,1.87682,1.0895,0.81935,0.94586,1.34786,0.69726,0.86959,0.84937,0.86781,0.70806,1.3033,1.05734,0.98158,1.02817,1.05566,0.78632,1.72787,0.72898,1.40706,0.70726,1.0463,0.67523,1.78391,3.40793,1.79696,1.65407,4.03108,1.4148,1.04787,0.69294,1.69591,3.90803,1.26726,1.27669,1.67103,0.64088,0.77988,1.1269,1.93139,1.13422,1.55394,0.82539,0.90071,0.63593,0.57585,0.63008,0.52688,0.46012,0.4629,0.49586,4.85034,1.03066,0.63985,2.73021,1.09115,3.14865,1.61288,2.71022,8.70669,1.61025,1.44346,1.52897,2.462,2.09797,1.32096,1.0992,0.91379,0.90914,1.37175,0.88284
10:48:56,4,Female,28.44101,2.70234,13.61973,2.24391,1.51315,3.19401,4.05063,3.63893,1.11691,2.72798,2.77472,1.2071,1.19722,1.12984,1.09401,2.54987,1.7091,1.73029,0.84251,0.06915,1.64788,1.22178,0.65634,0.60104,1.14089,2.00413,1.15979,1.47709,1.61595,1.25495,0.93875,0.82428,0.70098,1.26028,1.05254,1.53799,0.85391,0.80711,3.00505,1.2189,9.26008,9.87195,1.56881,1.05321,1.01929,1.21793,2.1742,2.49795,2.1767,1.64504,4.97745,9.51516,2.51104,0.94596,1.241,2.27739,3.27634,1.62913,2.22886,2.28591,0.8472,1.04101,0.87482,1.55492,0.87596,1.26967,5.05321,1.50609,1.57987,1.08713
11:07:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:32:35,3,Female,1.12456,0.66066,0.96213,0.87873,0.58109,0.78892,0.67488,0.66024,0.63311,0.59975,0.769,0.50699,1.06899,0.64386,0.65335,0.59302,0.60484,0.5225,0.59731,0.52905,5.00498,0.97225,1.21592,0.75592,1.23789,0.75702,0.57189,0.55506,0.58479,0.38609,0.55209,0.67397,0.88191,0.72381,1.31322,0.53293,0.67025,0.72693,0.84388,1.02899,1.06724,0.93743,1.10558,0.97437,0.78082,0.64311,0.56099,0.58707,0.53893,0.68594,1.34067,1.24205,0.83101,0.634,0.63599,0.55537,1.42463,1.49767,1.59508,0.67619,0.86618,1.17137,1.33024,2.32886,1.50726,0.58477,0.615,0.86194,0.63815,0.42501
13:08:45,1,Female,1.84487,0.68611,0.64146,0.53922,0.71658,0.75222,0.75736,0.73197,0.60812,0.6122,0.56718,0.6551,0.54689,0.70795,0.6392,0.53165,0.67007,0.68598,0.60599,0.57298,2.06271,0.95394,0.88099,0.95694,0.92765,0.83811,0.6031,0.53823,0.57461,0.68316,0.66194,1.3956,0.78249,0.58386,0.78796,0.54212,0.54833,0.55112,0.59071,0.72056,1.15604,0.57527,0.65726,0.73868,0.60397,0.71499,0.64615,0.76577,0.80311,0.58694,1.24562,1.14949,0.77521,0.79528,1.09583,0.7549,0.91932,0.6377,0.78995,0.72403,0.99605,1.03188,0.60509,0.55382,0.59306,0.67798,0.64269,0.69747,0.56781,0.58604
13:15:00,3,Female,9.01665,1.22373,3.0977,0.38437,11.85007,2.9333,1.97495,1.1599,22.15189,2.41831,7.07852,2.11636,2.84063,1.0382,2.346,2.99183,0.73493,0.92938,1.15562,1.09103,11.43184,3.80565,1.88942,0.93093,1.92008,0.77619,1.86673,2.32608,3.56962,42.79825,6.90338,2.61679,2.37702,0.74699,5.48476,1.09882,4.93116,4.99047,1.09589,30.77059,8.81838,2.52387,14.86847,2.43291,4.12587,1.70959,3.57587,0.70778,0.77924,1.59207,4.58838,0.75402,0.66211,0.76894,0.67696,1.50786,0.77018,2.70818,4.44673,1.81711,1.87197,1.49917,1.15484,1.1538,1.24511,2.7399,1.33687,1.93712,1.44963,1.72012
19:14:34,4,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
